date,City,No. Stations,Air Quality,Index Value,Prominent Pollutant
2018-01-18,Visakhapatnam,1.0,Moderate,177,PM2.5
2018-01-19,Visakhapatnam,1.0,Moderate,173,PM2.5
2018-01-20,Visakhapatnam,1.0,Poor,212,PM2.5
2018-01-21,Visakhapatnam,1.0,Poor,203,PM2.5
2018-01-22,Visakhapatnam,1.0,Poor,201,PM2.5
2018-01-23,Visakhapatnam,1.0,Poor,213,PM2.5
2018-01-28,Visakhapatnam,1.0,Moderate,172,PM2.5
2018-01-29,Visakhapatnam,1.0,Moderate,171,PM2.5
2018-01-30,Visakhapatnam,1.0,Poor,222,PM2.5
2018-01-31,Visakhapatnam,1.0,Poor,200,PM2.5
2018-02-01,Visakhapatnam,1.0,Moderate,164,PM2.5
2018-02-02,Visakhapatnam,1.0,Moderate,189,PM10
2018-02-03,Visakhapatnam,1.0,Moderate,167,PM10
2018-02-04,Visakhapatnam,1.0,Moderate,184,PM10
2018-02-05,Visakhapatnam,1.0,Moderate,168,PM10
2018-02-06,Visakhapatnam,1.0,Moderate,156,PM10
2018-02-07,Visakhapatnam,1.0,Moderate,121,PM10
2018-02-08,Visakhapatnam,1.0,Moderate,117,PM10
2018-02-09,Visakhapatnam,1.0,Satisfactory,99,PM10
2018-02-10,Visakhapatnam,1.0,Satisfactory,85,PM10
2018-02-11,Visakhapatnam,1.0,Moderate,156,PM2.5
2018-02-12,Visakhapatnam,1.0,Moderate,133,PM2.5
2018-02-13,Visakhapatnam,1.0,Moderate,150,OZONE
2018-02-14,Visakhapatnam,1.0,Moderate,122,PM10
2018-02-15,Visakhapatnam,1.0,Moderate,143,PM10
2018-02-16,Visakhapatnam,1.0,Moderate,135,PM2.5
2018-02-17,Visakhapatnam,1.0,Moderate,177,PM2.5
2018-02-18,Visakhapatnam,1.0,Moderate,126,PM2.5
2018-02-19,Visakhapatnam,1.0,Moderate,160,PM2.5
2018-02-20,Visakhapatnam,1.0,Moderate,183,PM2.5
2018-02-21,Visakhapatnam,1.0,Moderate,155,PM10
2018-02-22,Visakhapatnam,1.0,Moderate,163,PM10
2018-02-23,Visakhapatnam,1.0,Moderate,162,PM10
2018-02-24,Visakhapatnam,1.0,Poor,211,PM2.5
2018-02-25,Visakhapatnam,1.0,Poor,238,PM10
2018-02-27,Visakhapatnam,1.0,Moderate,130,PM10
2018-02-28,Visakhapatnam,1.0,Moderate,130,PM10
2018-03-01,Visakhapatnam,1.0,Moderate,148,PM10
2018-03-02,Visakhapatnam,1.0,Moderate,115,PM10
2018-03-03,Visakhapatnam,1.0,Moderate,118,PM10
2018-03-04,Visakhapatnam,1.0,Moderate,108,PM10
2018-03-05,Visakhapatnam,1.0,Moderate,122,PM10
2018-03-06,Visakhapatnam,1.0,Moderate,124,PM10
2018-03-07,Visakhapatnam,1.0,Moderate,110,PM10
2018-03-08,Visakhapatnam,1.0,Moderate,120,PM10
2018-03-09,Visakhapatnam,1.0,Satisfactory,82,PM10
2018-03-10,Visakhapatnam,1.0,Moderate,125,PM10
2018-03-11,Visakhapatnam,1.0,Moderate,125,PM10
2018-03-12,Visakhapatnam,1.0,Moderate,114,PM10
2018-03-13,Visakhapatnam,1.0,Moderate,108,PM10
2018-03-14,Visakhapatnam,1.0,Moderate,117,PM10
2018-03-15,Visakhapatnam,1.0,Moderate,101,PM10
2018-03-16,Visakhapatnam,1.0,Satisfactory,94,PM10
2018-03-17,Visakhapatnam,1.0,Moderate,183,PM2.5
2018-03-18,Visakhapatnam,1.0,Poor,216,PM2.5
2018-03-19,Visakhapatnam,1.0,Moderate,148,PM2.5
2018-03-20,Visakhapatnam,1.0,Satisfactory,98,PM2.5
2018-03-21,Visakhapatnam,1.0,Moderate,111,PM10
2018-03-22,Visakhapatnam,1.0,Moderate,102,PM10
2018-03-23,Visakhapatnam,1.0,Moderate,130,PM10
2018-03-24,Visakhapatnam,1.0,Moderate,106,PM10
2018-03-25,Visakhapatnam,1.0,Moderate,102,PM10
2018-03-26,Visakhapatnam,1.0,Satisfactory,99,PM10
2018-03-27,Visakhapatnam,1.0,Moderate,111,PM10
2018-03-28,Visakhapatnam,1.0,Satisfactory,82,PM10
2018-03-29,Visakhapatnam,1.0,Satisfactory,70,PM10
2018-03-30,Visakhapatnam,1.0,Satisfactory,75,PM10
2018-03-31,Visakhapatnam,1.0,Satisfactory,80,PM10
2018-04-01,Visakhapatnam,1.0,Satisfactory,97,PM10
2018-04-02,Visakhapatnam,1.0,Satisfactory,82,PM10
2018-04-03,Visakhapatnam,1.0,Good,49,PM10
2018-04-04,Visakhapatnam,1.0,Satisfactory,75,PM10
2018-04-05,Visakhapatnam,1.0,Satisfactory,64,PM10
2018-04-06,Visakhapatnam,1.0,Satisfactory,89,PM10
2018-04-07,Visakhapatnam,1.0,Satisfactory,89,PM10
2018-04-09,Visakhapatnam,1.0,Satisfactory,69,PM10
2018-04-11,Visakhapatnam,1.0,Satisfactory,77,PM10
2018-04-12,Visakhapatnam,1.0,Satisfactory,53,PM10
2018-04-13,Visakhapatnam,1.0,Satisfactory,81,PM10
2018-04-14,Visakhapatnam,1.0,Good,39,PM10
2018-04-15,Visakhapatnam,1.0,Satisfactory,67,PM10
2018-04-16,Visakhapatnam,1.0,Satisfactory,53,PM10
2018-04-17,Visakhapatnam,1.0,Satisfactory,74,PM10
2018-04-18,Visakhapatnam,1.0,Satisfactory,72,PM10
2018-04-19,Visakhapatnam,1.0,Satisfactory,65,PM10
2018-04-20,Visakhapatnam,1.0,Satisfactory,66,PM10
2018-04-21,Visakhapatnam,1.0,Satisfactory,81,PM10
2018-04-22,Visakhapatnam,1.0,Satisfactory,73,PM10
2018-04-24,Visakhapatnam,1.0,Satisfactory,94,PM10
2018-04-26,Visakhapatnam,1.0,Satisfactory,67,PM10
2018-04-27,Visakhapatnam,1.0,Satisfactory,75,PM10
2018-04-28,Visakhapatnam,1.0,Good,49,PM10
2018-04-29,Visakhapatnam,1.0,Satisfactory,61,PM10
2018-04-30,Visakhapatnam,1.0,Satisfactory,66,PM10
2018-05-01,Visakhapatnam,1.0,Satisfactory,56,OZONE
2018-05-02,Visakhapatnam,1.0,Moderate,106,PM10
2018-05-04,Visakhapatnam,1.0,Satisfactory,90,PM10
2018-05-05,Visakhapatnam,1.0,Satisfactory,75,PM10
2018-05-06,Visakhapatnam,1.0,Satisfactory,68,PM10
2018-05-07,Visakhapatnam,1.0,Satisfactory,76,PM10
2018-05-08,Visakhapatnam,1.0,Satisfactory,80,PM10
2018-05-09,Visakhapatnam,1.0,Satisfactory,85,PM10
2018-05-10,Visakhapatnam,1.0,Satisfactory,89,PM10
2018-05-11,Visakhapatnam,1.0,Satisfactory,69,PM10
2018-05-12,Visakhapatnam,1.0,Satisfactory,64,PM2.5
2018-05-13,Visakhapatnam,1.0,Satisfactory,75,PM10
2018-05-15,Visakhapatnam,1.0,Satisfactory,83,PM10
2018-05-16,Visakhapatnam,1.0,Satisfactory,74,PM10
2018-05-17,Visakhapatnam,1.0,Satisfactory,78,PM10
2018-05-18,Visakhapatnam,1.0,Satisfactory,63,PM10
2018-05-19,Visakhapatnam,1.0,Satisfactory,94,PM10
2018-05-20,Visakhapatnam,1.0,Satisfactory,78,PM10
2018-05-22,Visakhapatnam,1.0,Satisfactory,74,PM10
2018-05-23,Visakhapatnam,1.0,Satisfactory,56,PM10
2018-05-24,Visakhapatnam,1.0,Good,46,PM10
2018-05-25,Visakhapatnam,1.0,Good,41,PM10
2018-05-27,Visakhapatnam,1.0,Good,38,PM10
2018-05-28,Visakhapatnam,1.0,Satisfactory,54,PM10
2018-05-29,Visakhapatnam,1.0,Satisfactory,91,PM10
2018-05-30,Visakhapatnam,1.0,Satisfactory,98,PM10
2018-05-31,Visakhapatnam,1.0,Moderate,102,PM10
2018-06-01,Visakhapatnam,1.0,Moderate,104,PM10
2018-06-02,Visakhapatnam,1.0,Satisfactory,81,PM10
2018-06-05,Visakhapatnam,1.0,Moderate,133,PM10
2018-06-06,Visakhapatnam,1.0,Satisfactory,86,PM10
2018-06-09,Visakhapatnam,1.0,Satisfactory,92,PM10
2018-06-10,Visakhapatnam,1.0,Satisfactory,69,PM10
2018-06-11,Visakhapatnam,1.0,Satisfactory,81,PM10
2018-06-13,Visakhapatnam,1.0,Moderate,104,PM10
2018-06-14,Visakhapatnam,1.0,Moderate,127,PM10
2018-06-15,Visakhapatnam,1.0,Moderate,154,PM10
2018-06-16,Visakhapatnam,1.0,Moderate,165,PM10
2018-06-21,Visakhapatnam,1.0,Moderate,106,PM10
2018-06-22,Visakhapatnam,1.0,Satisfactory,84,PM10
2018-06-23,Visakhapatnam,1.0,Satisfactory,78,PM10
2018-06-24,Visakhapatnam,1.0,Satisfactory,95,PM10
2018-06-27,Visakhapatnam,1.0,Moderate,112,PM10
2018-06-28,Visakhapatnam,1.0,Satisfactory,74,PM10
2018-06-29,Visakhapatnam,1.0,Satisfactory,79,PM10
2018-06-30,Visakhapatnam,1.0,Satisfactory,88,PM10
2018-07-01,Visakhapatnam,1.0,Satisfactory,75,PM10
2018-07-03,Visakhapatnam,1.0,Satisfactory,58,PM10
2018-07-04,Visakhapatnam,1.0,Satisfactory,91,PM10
2018-07-05,Visakhapatnam,1.0,Satisfactory,93,PM10
2018-07-06,Visakhapatnam,1.0,Satisfactory,82,PM10
2018-07-07,Visakhapatnam,1.0,Satisfactory,90,PM10
2018-07-08,Visakhapatnam,1.0,Satisfactory,75,PM10
2018-07-09,Visakhapatnam,1.0,Satisfactory,83,PM10
2018-07-10,Visakhapatnam,1.0,Satisfactory,85,PM10
2018-07-11,Visakhapatnam,1.0,Satisfactory,87,PM10
2018-07-13,Visakhapatnam,1.0,Satisfactory,68,PM10
2018-07-14,Visakhapatnam,1.0,Satisfactory,95,PM10
2018-07-15,Visakhapatnam,1.0,Satisfactory,61,PM10
2018-07-16,Visakhapatnam,1.0,Satisfactory,78,PM10
2018-07-17,Visakhapatnam,1.0,Satisfactory,75,PM10
2018-07-18,Visakhapatnam,1.0,Satisfactory,81,PM10
2018-07-19,Visakhapatnam,1.0,Satisfactory,62,PM10
2018-07-20,Visakhapatnam,1.0,Satisfactory,60,PM10
2018-07-21,Visakhapatnam,1.0,Satisfactory,64,PM10
2018-07-22,Visakhapatnam,1.0,Satisfactory,89,PM10
2018-07-23,Visakhapatnam,1.0,Satisfactory,93,PM10
2018-07-24,Visakhapatnam,1.0,Moderate,128,PM10
2018-07-25,Visakhapatnam,1.0,Moderate,119,PM10
2018-07-26,Visakhapatnam,1.0,Moderate,131,PM10
2018-07-27,Visakhapatnam,1.0,Moderate,118,PM10
2018-07-28,Visakhapatnam,1.0,Moderate,107,PM10
2018-07-29,Visakhapatnam,1.0,Moderate,122,PM10
2018-08-02,Visakhapatnam,1.0,Moderate,121,PM10
2018-08-03,Visakhapatnam,1.0,Moderate,131,PM10
2018-08-04,Visakhapatnam,1.0,Moderate,147,PM10
2018-08-05,Visakhapatnam,1.0,Moderate,115,PM10
2018-08-07,Visakhapatnam,1.0,Satisfactory,91,PM10
2018-08-08,Visakhapatnam,1.0,Satisfactory,67,PM2.5
2018-08-09,Visakhapatnam,1.0,Moderate,105,PM10
2018-08-10,Visakhapatnam,1.0,Moderate,108,PM10
2018-08-11,Visakhapatnam,1.0,Satisfactory,89,PM2.5
2018-08-17,Visakhapatnam,1.0,Satisfactory,79,PM10
2018-08-18,Visakhapatnam,1.0,Satisfactory,74,PM10
2018-08-21,Visakhapatnam,1.0,Good,45,PM10
2018-08-22,Visakhapatnam,1.0,Satisfactory,63,PM10
2018-08-23,Visakhapatnam,1.0,Satisfactory,75,PM10
2018-08-28,Visakhapatnam,1.0,Satisfactory,86,PM10
2018-08-29,Visakhapatnam,1.0,Moderate,121,PM10
2018-08-30,Visakhapatnam,1.0,Moderate,114,PM10
2018-08-31,Visakhapatnam,1.0,Moderate,118,PM10
2018-09-01,Visakhapatnam,1.0,Satisfactory,92,PM10
2018-09-02,Visakhapatnam,1.0,Satisfactory,79,PM10
2018-09-03,Visakhapatnam,1.0,Satisfactory,89,PM10
2018-09-04,Visakhapatnam,1.0,Moderate,108,PM10
2018-09-05,Visakhapatnam,1.0,Satisfactory,91,PM10
2018-09-06,Visakhapatnam,1.0,Moderate,110,PM10
2018-09-07,Visakhapatnam,1.0,Moderate,109,PM10
2018-09-08,Visakhapatnam,1.0,Moderate,118,PM10
2018-09-09,Visakhapatnam,1.0,Moderate,145,PM10
2018-09-10,Visakhapatnam,1.0,Moderate,120,PM10
2018-09-11,Visakhapatnam,1.0,Moderate,100,PM10
2018-09-12,Visakhapatnam,1.0,Moderate,109,PM10
2018-09-13,Visakhapatnam,1.0,Moderate,138,PM2.5
2018-09-14,Visakhapatnam,1.0,Satisfactory,93,PM2.5
2018-09-15,Visakhapatnam,1.0,Moderate,147,PM10
2018-09-16,Visakhapatnam,1.0,Moderate,166,PM10
2018-09-17,Visakhapatnam,1.0,Satisfactory,69,PM10
2018-09-18,Visakhapatnam,1.0,Satisfactory,97,PM10
2018-09-19,Visakhapatnam,1.0,Moderate,122,PM10
2018-09-20,Visakhapatnam,1.0,Moderate,120,PM2.5
2018-09-21,Visakhapatnam,1.0,Satisfactory,89,PM2.5
2018-09-22,Visakhapatnam,1.0,Satisfactory,73,PM2.5
2018-09-23,Visakhapatnam,1.0,Moderate,101,PM10
2018-09-24,Visakhapatnam,1.0,Satisfactory,71,PM10
2018-09-25,Visakhapatnam,1.0,Satisfactory,72,PM10
2018-09-26,Visakhapatnam,1.0,Satisfactory,94,PM10
2018-09-27,Visakhapatnam,1.0,Satisfactory,95,PM10
2018-09-28,Visakhapatnam,1.0,Satisfactory,55,PM10
2018-09-29,Visakhapatnam,1.0,Satisfactory,77,PM10
2018-09-30,Visakhapatnam,1.0,Satisfactory,99,PM10
2018-10-01,Visakhapatnam,1.0,Moderate,176,PM2.5
2018-10-02,Visakhapatnam,1.0,Moderate,121,PM10
2018-10-03,Visakhapatnam,1.0,Moderate,104,PM10
2018-10-04,Visakhapatnam,1.0,Moderate,118,PM10
2018-10-05,Visakhapatnam,1.0,Moderate,130,PM10
2018-10-06,Visakhapatnam,1.0,Moderate,155,PM10
2018-10-07,Visakhapatnam,1.0,Moderate,144,PM2.5
2018-10-08,Visakhapatnam,1.0,Moderate,108,PM2.5
2018-10-09,Visakhapatnam,1.0,Moderate,118,PM10
2018-10-10,Visakhapatnam,1.0,Moderate,107,PM10
2018-10-11,Visakhapatnam,1.0,Moderate,103,PM10
2018-10-12,Visakhapatnam,1.0,Moderate,104,PM10
2018-10-13,Visakhapatnam,1.0,Moderate,132,PM2.5
2018-10-14,Visakhapatnam,1.0,Moderate,118,PM2.5
2018-10-15,Visakhapatnam,1.0,Satisfactory,90,PM10
2018-10-16,Visakhapatnam,1.0,Satisfactory,89,PM10
2018-10-17,Visakhapatnam,1.0,Satisfactory,87,PM2.5
2018-10-18,Visakhapatnam,1.0,Moderate,172,PM2.5
2018-10-19,Visakhapatnam,1.0,Moderate,172,PM10
2018-10-20,Visakhapatnam,1.0,Moderate,168,PM10
2018-10-21,Visakhapatnam,1.0,Poor,208,PM2.5
2018-10-22,Visakhapatnam,1.0,Poor,244,PM2.5
2018-10-23,Visakhapatnam,1.0,Poor,268,PM2.5
2018-10-24,Visakhapatnam,1.0,Poor,218,PM2.5
2018-10-25,Visakhapatnam,1.0,Moderate,174,PM10
2018-10-26,Visakhapatnam,1.0,Moderate,151,OZONE
2018-10-27,Visakhapatnam,1.0,Moderate,193,PM10
2018-10-28,Visakhapatnam,1.0,Moderate,147,OZONE
2018-10-29,Visakhapatnam,1.0,Satisfactory,98,OZONE
2018-10-30,Visakhapatnam,1.0,Satisfactory,89,OZONE
2018-10-31,Visakhapatnam,1.0,Satisfactory,53,PM10
2018-11-01,Visakhapatnam,1.0,Good,41,OZONE
2018-11-02,Visakhapatnam,1.0,Good,36,PM10
2018-11-03,Visakhapatnam,1.0,Good,33,OZONE
2018-11-04,Visakhapatnam,1.0,Good,38,OZONE
2018-11-05,Visakhapatnam,1.0,Good,39,PM10
2018-11-06,Visakhapatnam,1.0,Satisfactory,78,PM10
2018-11-07,Visakhapatnam,1.0,Satisfactory,95,PM10
2018-11-08,Visakhapatnam,1.0,Poor,278,PM2.5
2018-11-09,Visakhapatnam,1.0,Satisfactory,99,PM10
2018-11-10,Visakhapatnam,1.0,Moderate,138,PM10
2018-11-11,Visakhapatnam,1.0,Moderate,152,OZONE
2018-11-12,Visakhapatnam,1.0,Poor,228,PM2.5
2018-11-13,Visakhapatnam,1.0,Moderate,132,OZONE
2018-11-14,Visakhapatnam,1.0,Moderate,178,OZONE
2018-11-15,Visakhapatnam,1.0,Moderate,111,PM10
2018-11-17,Visakhapatnam,1.0,Moderate,134,PM10
2018-11-18,Visakhapatnam,1.0,Satisfactory,96,PM10
2018-11-19,Visakhapatnam,1.0,Satisfactory,82,PM10
2018-11-20,Visakhapatnam,1.0,Satisfactory,97,PM10
2018-12-01,Visakhapatnam,1.0,Moderate,110,PM10
2018-12-05,Visakhapatnam,1.0,Moderate,191,PM2.5
2018-12-06,Visakhapatnam,1.0,Poor,216,PM2.5
2018-12-07,Visakhapatnam,1.0,Poor,240,PM2.5
2018-12-09,Visakhapatnam,1.0,Poor,275,PM2.5
2018-12-11,Visakhapatnam,1.0,Poor,213,OZONE
2018-12-12,Visakhapatnam,1.0,Moderate,135,PM2.5
2018-12-13,Visakhapatnam,1.0,Moderate,171,PM2.5
2018-12-14,Visakhapatnam,1.0,Moderate,125,PM10
2018-12-15,Visakhapatnam,1.0,Moderate,183,PM2.5
2018-12-16,Visakhapatnam,1.0,Moderate,122,PM10
2018-12-17,Visakhapatnam,1.0,Satisfactory,57,PM2.5
2018-12-19,Visakhapatnam,1.0,Good,32,OZONE
2018-12-20,Visakhapatnam,1.0,Good,42,OZONE
2018-12-21,Visakhapatnam,1.0,Satisfactory,76,PM10
2018-12-22,Visakhapatnam,1.0,Satisfactory,95,PM2.5
2018-12-23,Visakhapatnam,1.0,Moderate,176,PM2.5
2018-12-24,Visakhapatnam,1.0,Moderate,194,PM2.5
2018-12-25,Visakhapatnam,1.0,Poor,264,OZONE
2018-12-26,Visakhapatnam,1.0,Poor,267,PM2.5
2018-12-27,Visakhapatnam,1.0,Poor,244,PM2.5
2018-12-28,Visakhapatnam,1.0,Poor,247,PM2.5
2019-01-01,Visakhapatnam,1.0,Poor,255,PM10
2019-01-02,Visakhapatnam,1.0,Poor,250,PM2.5
2019-01-03,Visakhapatnam,1.0,Very Poor,302,PM2.5
2019-01-04,Visakhapatnam,1.0,Poor,290,PM2.5
2019-01-05,Visakhapatnam,1.0,Poor,284,PM2.5
2019-01-06,Visakhapatnam,1.0,Poor,294,PM2.5
2019-01-07,Visakhapatnam,1.0,Very Poor,311,PM2.5
2019-01-08,Visakhapatnam,1.0,Poor,293,PM2.5
2019-01-13,Visakhapatnam,1.0,Poor,253,PM2.5
2019-01-14,Visakhapatnam,1.0,Very Poor,341,PM2.5
2019-01-20,Visakhapatnam,1.0,Poor,262,PM2.5
2019-01-21,Visakhapatnam,1.0,Poor,291,PM2.5
2019-01-25,Visakhapatnam,1.0,Poor,220,PM2.5
2019-02-03,Visakhapatnam,1.0,Poor,202,PM10
2019-02-04,Visakhapatnam,1.0,Moderate,130,PM2.5
2019-02-05,Visakhapatnam,1.0,Poor,220,PM2.5
2019-02-06,Visakhapatnam,1.0,Poor,244,PM2.5
2019-02-07,Visakhapatnam,1.0,Poor,247,PM2.5
2019-02-08,Visakhapatnam,1.0,Poor,237,PM2.5
2019-02-09,Visakhapatnam,1.0,Moderate,146,PM2.5
2019-02-10,Visakhapatnam,1.0,Moderate,147,PM2.5
2019-02-11,Visakhapatnam,1.0,Moderate,120,PM2.5
2019-02-12,Visakhapatnam,1.0,Moderate,116,PM10
2019-02-13,Visakhapatnam,1.0,Moderate,116,PM10
2019-02-14,Visakhapatnam,1.0,Moderate,196,PM2.5
2019-02-15,Visakhapatnam,1.0,Moderate,126,PM2.5
2019-02-16,Visakhapatnam,1.0,Moderate,118,PM2.5
2019-02-17,Visakhapatnam,1.0,Moderate,102,PM10
2019-02-18,Visakhapatnam,1.0,Moderate,109,PM10
2019-02-19,Visakhapatnam,1.0,Satisfactory,76,PM10
2019-02-20,Visakhapatnam,1.0,Satisfactory,81,PM10
2019-02-21,Visakhapatnam,1.0,Satisfactory,99,PM10
2019-02-22,Visakhapatnam,1.0,Satisfactory,92,PM10
2019-02-24,Visakhapatnam,1.0,Moderate,124,PM10
2019-02-25,Visakhapatnam,1.0,Moderate,140,PM10
2019-03-02,Visakhapatnam,1.0,Good,48,PM10
2019-03-03,Visakhapatnam,1.0,Satisfactory,67,PM10
2019-03-04,Visakhapatnam,1.0,Satisfactory,80,PM10
2019-03-05,Visakhapatnam,1.0,Satisfactory,93,PM10
2019-03-06,Visakhapatnam,1.0,Moderate,101,PM10
2019-03-07,Visakhapatnam,1.0,Satisfactory,97,PM10
2019-03-08,Visakhapatnam,1.0,Satisfactory,78,PM10
2019-03-10,Visakhapatnam,1.0,Satisfactory,76,PM10
2019-03-11,Visakhapatnam,1.0,Satisfactory,71,PM10
2019-03-12,Visakhapatnam,1.0,Moderate,105,PM10
2019-03-13,Visakhapatnam,1.0,Moderate,124,PM10
2019-03-14,Visakhapatnam,1.0,Moderate,136,PM10
2019-03-15,Visakhapatnam,1.0,Moderate,129,PM10
2019-03-16,Visakhapatnam,1.0,Satisfactory,97,PM10
2019-03-17,Visakhapatnam,1.0,Satisfactory,100,PM10
2019-03-19,Visakhapatnam,1.0,Satisfactory,97,PM10
2019-03-20,Visakhapatnam,1.0,Satisfactory,70,PM10
2019-03-22,Visakhapatnam,1.0,Satisfactory,84,PM10
2019-03-23,Visakhapatnam,1.0,Moderate,112,PM10
2019-03-24,Visakhapatnam,1.0,Moderate,102,PM10
2019-03-26,Visakhapatnam,1.0,Satisfactory,73,PM10
2019-03-27,Visakhapatnam,1.0,Satisfactory,72,PM10
2019-03-28,Visakhapatnam,1.0,Satisfactory,89,PM10
2019-03-29,Visakhapatnam,1.0,Satisfactory,79,PM10
2019-03-30,Visakhapatnam,1.0,Satisfactory,97,PM10
2019-03-31,Visakhapatnam,1.0,Moderate,114,PM10
2019-04-01,Visakhapatnam,1.0,Moderate,130,PM10
2019-04-02,Visakhapatnam,1.0,Satisfactory,95,PM10
2019-04-03,Visakhapatnam,1.0,Satisfactory,95,PM10
2019-04-04,Visakhapatnam,1.0,Satisfactory,87,PM10
2019-04-05,Visakhapatnam,1.0,Satisfactory,92,PM10
2019-04-06,Visakhapatnam,1.0,Satisfactory,82,PM10
2019-04-07,Visakhapatnam,1.0,Moderate,107,PM10
2019-04-08,Visakhapatnam,1.0,Satisfactory,76,PM10
2019-04-09,Visakhapatnam,1.0,Satisfactory,72,PM10
2019-04-10,Visakhapatnam,1.0,Moderate,101,PM10
2019-04-13,Visakhapatnam,1.0,Satisfactory,90,PM10
2019-04-14,Visakhapatnam,1.0,Satisfactory,99,PM10
2019-04-15,Visakhapatnam,1.0,Satisfactory,87,PM10
2019-04-16,Visakhapatnam,1.0,Moderate,106,PM10
2019-04-17,Visakhapatnam,1.0,Moderate,115,PM10
2019-04-18,Visakhapatnam,1.0,Moderate,108,PM10
2019-04-19,Visakhapatnam,1.0,Satisfactory,79,PM10
2019-04-20,Visakhapatnam,1.0,Satisfactory,72,PM10
2019-04-21,Visakhapatnam,1.0,Satisfactory,74,PM10
2019-04-22,Visakhapatnam,1.0,Satisfactory,87,PM10
2019-04-23,Visakhapatnam,1.0,Satisfactory,67,PM10
2019-04-24,Visakhapatnam,1.0,Satisfactory,60,PM10
2019-04-25,Visakhapatnam,1.0,Satisfactory,92,PM10
2019-04-26,Visakhapatnam,1.0,Moderate,112,PM10
2019-04-27,Visakhapatnam,1.0,Satisfactory,96,PM10
2019-04-28,Visakhapatnam,1.0,Satisfactory,98,PM10
2019-04-30,Visakhapatnam,1.0,Satisfactory,56,PM10
2019-05-01,Visakhapatnam,1.0,Good,47,PM10
2019-05-02,Visakhapatnam,1.0,Good,44,PM10
2019-05-03,Visakhapatnam,1.0,Moderate,113,PM10
2019-05-04,Visakhapatnam,1.0,Moderate,174,PM10
2019-05-05,Visakhapatnam,1.0,Moderate,163,PM10
2019-05-06,Visakhapatnam,1.0,Moderate,199,PM10
2019-05-07,Visakhapatnam,1.0,Moderate,161,PM10
2019-05-08,Visakhapatnam,1.0,Moderate,166,PM10
2019-05-10,Visakhapatnam,1.0,Moderate,169,PM10
2019-05-11,Visakhapatnam,1.0,Moderate,140,PM10
2019-05-12,Visakhapatnam,1.0,Moderate,137,PM10
2019-05-13,Visakhapatnam,1.0,Moderate,135,PM10
2019-05-14,Visakhapatnam,1.0,Moderate,126,PM10
2019-05-16,Visakhapatnam,1.0,Moderate,110,PM10
2019-05-17,Visakhapatnam,1.0,Moderate,125,PM10
2019-05-18,Visakhapatnam,1.0,Moderate,115,PM10
2019-05-19,Visakhapatnam,1.0,Moderate,133,PM10
2019-05-21,Visakhapatnam,1.0,Moderate,104,PM10
2019-05-22,Visakhapatnam,1.0,Moderate,120,PM10
2019-05-23,Visakhapatnam,1.0,Moderate,106,PM10
2019-05-24,Visakhapatnam,1.0,Satisfactory,94,PM10
2019-05-25,Visakhapatnam,1.0,Moderate,109,PM10
2019-05-26,Visakhapatnam,1.0,Moderate,128,PM10
2019-05-28,Visakhapatnam,1.0,Satisfactory,98,PM10
2019-05-29,Visakhapatnam,1.0,Moderate,106,PM10
2019-05-30,Visakhapatnam,1.0,Moderate,114,PM10
2019-05-31,Visakhapatnam,1.0,Satisfactory,97,PM10
2019-06-02,Visakhapatnam,1.0,Satisfactory,91,PM2.5
2019-06-03,Visakhapatnam,1.0,Moderate,105,PM10
2019-06-04,Visakhapatnam,1.0,Moderate,105,PM10
2019-06-05,Visakhapatnam,1.0,Satisfactory,88,PM2.5
2019-06-06,Visakhapatnam,1.0,Moderate,117,PM10
2019-06-07,Visakhapatnam,1.0,Moderate,123,PM10
2019-06-08,Visakhapatnam,1.0,Moderate,101,PM10
2019-06-09,Visakhapatnam,1.0,Moderate,121,PM10
2019-06-10,Visakhapatnam,1.0,Moderate,119,PM10
2019-06-11,Visakhapatnam,1.0,Satisfactory,94,PM10
2019-06-12,Visakhapatnam,1.0,Moderate,126,PM10
2019-06-13,Visakhapatnam,1.0,Moderate,101,PM10
2019-06-14,Visakhapatnam,1.0,Moderate,104,PM10
2019-06-15,Visakhapatnam,1.0,Moderate,124,PM10
2019-06-16,Visakhapatnam,1.0,Moderate,138,PM10
2019-06-17,Visakhapatnam,1.0,Satisfactory,97,PM10
2019-06-18,Visakhapatnam,1.0,Satisfactory,98,PM10
2019-06-19,Visakhapatnam,1.0,Moderate,164,PM10
2019-06-20,Visakhapatnam,1.0,Moderate,113,PM10
2019-06-21,Visakhapatnam,1.0,Satisfactory,72,PM10
2019-06-22,Visakhapatnam,1.0,Moderate,105,PM10
2019-06-23,Visakhapatnam,1.0,Satisfactory,86,PM10
2019-06-24,Visakhapatnam,1.0,Satisfactory,75,PM10
2019-06-25,Visakhapatnam,1.0,Satisfactory,58,PM10
2019-06-26,Visakhapatnam,1.0,Satisfactory,71,PM10
2019-06-27,Visakhapatnam,1.0,Satisfactory,100,PM10
2019-06-28,Visakhapatnam,1.0,Satisfactory,99,PM10
2019-06-29,Visakhapatnam,1.0,Satisfactory,96,PM10
2019-06-30,Visakhapatnam,1.0,Satisfactory,78,PM10
2019-07-02,Visakhapatnam,1.0,Satisfactory,87,PM10
2019-07-03,Visakhapatnam,1.0,Moderate,107,PM10
2019-07-04,Visakhapatnam,1.0,Moderate,131,PM10
2019-07-05,Visakhapatnam,1.0,Moderate,102,PM10
